worker_id,worker_name,worker_type,home_sigungu_code,sido_name,sigungu_name,status,availability_status,travel_distance_km,travel_time_hour,battery_percent,battery_context
PR92517,최예준,방제요원,29010,세종특별자치시,세종시,출동,이동 중,37.13,4.16,75.0,현장 단말/장비 배터리
DR80283,윤수아,드론요원,31011,,,출동,이동 중,28.4,5.65,92.0,드론 배터리
PR67216,조현우,방제요원,31011,,,대기,즉시 가용,45.9,5.68,44.0,현장 단말/장비 배터리
FR67403,정서현,현장요원,31011,,,현장,업무 중,5.9,0.95,47.0,현장 단말/장비 배터리
FR60340,임현우,현장요원,31012,,,대기,즉시 가용,15.93,1.88,93.0,현장 단말/장비 배터리
PR78044,조수아,방제요원,31012,,,대기,즉시 가용,13.91,2.61,40.0,현장 단말/장비 배터리
DR31704,오윤서,드론요원,31012,,,출동,이동 중,5.93,0.76,56.0,드론 배터리
DR76448,이민서,드론요원,31013,,,복귀,복귀 중,5.39,0.77,34.0,드론 배터리
FR87801,권건우,현장요원,31013,,,복귀,복귀 중,28.8,4.13,51.0,현장 단말/장비 배터리
PR58918,윤준우,방제요원,31013,,,현장,업무 중,30.05,4.46,51.0,현장 단말/장비 배터리
FR45711,윤서연,현장요원,31014,,,복귀,복귀 중,37.5,6.8,48.0,현장 단말/장비 배터리
PR21130,정준우,방제요원,31014,,,복귀,복귀 중,3.83,0.58,90.0,현장 단말/장비 배터리
DR81001,김민준,드론요원,31014,,,복귀,복귀 중,30.24,3.48,94.0,드론 배터리
FR54146,임서현,현장요원,31021,경기도,성남시 수정구,대기,즉시 가용,44.87,8.0,75.0,현장 단말/장비 배터리
PR56525,이도윤,방제요원,31021,경기도,성남시 수정구,복귀,복귀 중,47.5,8.0,80.0,현장 단말/장비 배터리
DR72535,신윤서,드론요원,31021,경기도,성남시 수정구,대기,즉시 가용,35.01,6.07,92.0,드론 배터리
DR80126,황현우,드론요원,31022,경기도,성남시 중원구,복귀,복귀 중,48.59,5.4,46.0,드론 배터리
PR43901,임수아,방제요원,31022,경기도,성남시 중원구,현장,업무 중,37.1,4.14,57.0,현장 단말/장비 배터리
FR95697,김지아,현장요원,31022,경기도,성남시 중원구,대기,즉시 가용,48.0,6.73,98.0,현장 단말/장비 배터리
FR81146,박민서,현장요원,31023,경기도,성남시 분당구,현장,업무 중,14.79,2.32,49.0,현장 단말/장비 배터리
DR84506,최윤서,드론요원,31023,경기도,성남시 분당구,복귀,복귀 중,33.04,6.07,46.0,드론 배터리
PR96406,오준우,방제요원,31023,경기도,성남시 분당구,대기,즉시 가용,12.53,2.07,98.0,현장 단말/장비 배터리
PR45381,황서현,방제요원,31030,경기도,의정부시,출동,이동 중,34.29,5.93,93.0,현장 단말/장비 배터리
DR96424,신민서,드론요원,31030,경기도,의정부시,출동,이동 중,49.7,6.75,43.0,드론 배터리
FR57748,황준우,현장요원,31030,경기도,의정부시,현장,업무 중,22.94,4.19,38.0,현장 단말/장비 배터리
FR56119,강예준,현장요원,31041,,,출동,이동 중,32.8,5.13,58.0,현장 단말/장비 배터리
PR61633,장윤서,방제요원,31041,,,복귀,복귀 중,3.41,0.63,61.0,현장 단말/장비 배터리
DR85502,황하은,드론요원,31041,,,현장,업무 중,35.43,5.34,84.0,드론 배터리
DR22197,임수아,드론요원,31042,,,복귀,복귀 중,11.11,1.56,35.0,드론 배터리
FR52431,조윤서,현장요원,31042,,,현장,업무 중,21.26,3.71,38.0,현장 단말/장비 배터리
PR23065,권지호,방제요원,31042,,,복귀,복귀 중,13.21,2.19,60.0,현장 단말/장비 배터리
FR75740,강준우,현장요원,31051,,,현장,업무 중,33.57,5.39,47.0,현장 단말/장비 배터리
DR70613,장준우,드론요원,31051,,,대기,즉시 가용,29.95,5.92,40.0,드론 배터리
PR63370,장민준,방제요원,31051,,,출동,이동 중,10.36,1.85,84.0,현장 단말/장비 배터리
FR49489,조하은,현장요원,31052,,,복귀,복귀 중,15.38,1.82,49.0,현장 단말/장비 배터리
PR30203,박민서,방제요원,31052,,,대기,즉시 가용,34.24,6.32,47.0,현장 단말/장비 배터리
DR55182,황하은,드론요원,31052,,,출동,이동 중,5.0,0.77,50.0,드론 배터리
PR96954,정예준,방제요원,31053,,,현장,업무 중,16.66,3.27,44.0,현장 단말/장비 배터리
FR77135,김하은,현장요원,31053,,,출동,이동 중,8.32,1.08,76.0,현장 단말/장비 배터리
DR70124,정채원,드론요원,31053,,,출동,이동 중,19.8,2.89,84.0,드론 배터리
PR32179,한현우,방제요원,31060,,,대기,즉시 가용,45.29,7.19,46.0,현장 단말/장비 배터리
FR81314,한서현,현장요원,31060,,,대기,즉시 가용,13.87,2.57,83.0,현장 단말/장비 배터리
DR97519,서수아,드론요원,31060,,,출동,이동 중,33.48,3.57,97.0,드론 배터리
DR12122,오채원,드론요원,31070,경기도,평택시,복귀,복귀 중,15.1,1.97,47.0,드론 배터리
PR55624,서지호,방제요원,31070,경기도,평택시,대기,즉시 가용,10.49,1.25,86.0,현장 단말/장비 배터리
FR38655,최서연,현장요원,31070,경기도,평택시,출동,이동 중,37.29,4.43,89.0,현장 단말/장비 배터리
FR38485,권서연,현장요원,31080,경기도,동두천시,복귀,복귀 중,14.15,2.25,46.0,현장 단말/장비 배터리
PR66403,임민준,방제요원,31080,경기도,동두천시,현장,업무 중,17.61,3.23,46.0,현장 단말/장비 배터리
DR47128,정채원,드론요원,31080,경기도,동두천시,출동,이동 중,39.26,5.9,98.0,드론 배터리
PR84759,조지호,방제요원,31091,,,출동,이동 중,41.38,6.21,45.0,현장 단말/장비 배터리
DR66034,박건우,드론요원,31091,,,대기,즉시 가용,31.27,5.86,72.0,드론 배터리
FR99438,한하은,현장요원,31091,,,복귀,복귀 중,36.5,6.98,82.0,현장 단말/장비 배터리
DR24047,정건우,드론요원,31092,,,출동,이동 중,37.25,4.62,58.0,드론 배터리
PR46416,조도윤,방제요원,31092,,,대기,즉시 가용,21.15,3.57,73.0,현장 단말/장비 배터리
FR69301,오도현,현장요원,31092,,,복귀,복귀 중,43.39,6.57,99.0,현장 단말/장비 배터리
FR74003,황민준,현장요원,31101,,,대기,즉시 가용,43.66,6.43,54.0,현장 단말/장비 배터리
DR53997,최윤서,드론요원,31101,,,현장,업무 중,22.63,3.93,69.0,드론 배터리
PR78848,임민서,방제요원,31101,,,대기,즉시 가용,25.16,4.42,99.0,현장 단말/장비 배터리
PR14466,최예준,방제요원,31103,,,대기,즉시 가용,41.69,4.27,43.0,현장 단말/장비 배터리
DR65359,정도현,드론요원,31103,,,출동,이동 중,17.72,2.48,71.0,드론 배터리
FR12033,강건우,현장요원,31103,,,복귀,복귀 중,8.34,1.18,97.0,현장 단말/장비 배터리
PR20891,황채원,방제요원,31104,,,현장,업무 중,10.38,2.06,47.0,현장 단말/장비 배터리
DR69178,임현우,드론요원,31104,,,출동,이동 중,33.73,3.47,79.0,드론 배터리
FR98209,조하은,현장요원,31104,,,대기,즉시 가용,19.5,2.74,84.0,현장 단말/장비 배터리
FR28607,최채원,현장요원,31110,,,복귀,복귀 중,1.79,0.22,56.0,현장 단말/장비 배터리
DR17827,임도윤,드론요원,31110,,,대기,즉시 가용,13.95,2.25,63.0,드론 배터리
PR75392,최민준,방제요원,31110,,,복귀,복귀 중,41.82,5.31,75.0,현장 단말/장비 배터리
DR88360,황도현,드론요원,31120,,,출동,이동 중,17.86,2.64,49.0,드론 배터리
FR44481,이수아,현장요원,31120,,,현장,업무 중,30.67,5.0,30.0,현장 단말/장비 배터리
PR49334,황하은,방제요원,31120,,,복귀,복귀 중,42.03,7.88,85.0,현장 단말/장비 배터리
DR43557,장지아,드론요원,31130,경기도,남양주시,대기,즉시 가용,38.16,5.5,48.0,드론 배터리
FR69612,황서현,현장요원,31130,경기도,남양주시,대기,즉시 가용,15.69,3.03,49.0,현장 단말/장비 배터리
PR56316,장채원,방제요원,31130,경기도,남양주시,복귀,복귀 중,4.46,0.53,98.0,현장 단말/장비 배터리
FR49769,신지아,현장요원,31140,,,대기,즉시 가용,39.08,7.33,29.0,현장 단말/장비 배터리
DR60741,황서연,드론요원,31140,,,복귀,복귀 중,38.28,6.49,55.0,드론 배터리
PR35712,이민준,방제요원,31140,,,대기,즉시 가용,26.71,4.97,87.0,현장 단말/장비 배터리
FR60342,최하은,현장요원,31150,,,대기,즉시 가용,37.79,5.37,47.0,현장 단말/장비 배터리
DR52094,김하은,드론요원,31150,,,출동,이동 중,5.38,0.78,49.0,드론 배터리
PR14904,장서현,방제요원,31150,,,현장,업무 중,42.34,4.54,97.0,현장 단말/장비 배터리
PR51263,윤건우,방제요원,31160,,,복귀,복귀 중,37.41,4.17,30.0,현장 단말/장비 배터리
FR85398,장지호,현장요원,31160,,,현장,업무 중,14.65,1.82,31.0,현장 단말/장비 배터리
DR20445,신채원,드론요원,31160,,,복귀,복귀 중,17.6,2.65,46.0,드론 배터리
PR14103,이윤서,방제요원,31170,경기도,의왕시,현장,업무 중,27.08,3.65,43.0,현장 단말/장비 배터리
FR68198,서도현,현장요원,31170,경기도,의왕시,복귀,복귀 중,2.22,0.27,47.0,현장 단말/장비 배터리
DR13584,장지호,드론요원,31170,경기도,의왕시,복귀,복귀 중,17.05,3.12,55.0,드론 배터리
FR64899,윤건우,현장요원,31180,경기도,하남시,출동,이동 중,11.49,2.1,48.0,현장 단말/장비 배터리
PR89370,신예준,방제요원,31180,경기도,하남시,대기,즉시 가용,13.01,1.67,40.0,현장 단말/장비 배터리
DR65184,박수아,드론요원,31180,경기도,하남시,출동,이동 중,25.25,2.9,63.0,드론 배터리
PR42370,오수아,방제요원,31191,경기도,용인시 처인구,대기,즉시 가용,15.99,1.68,73.0,현장 단말/장비 배터리
FR12314,정수아,현장요원,31191,경기도,용인시 처인구,복귀,복귀 중,30.82,3.36,46.0,현장 단말/장비 배터리
PR94393,이수아,방제요원,31191,경기도,용인시 처인구,현장,업무 중,2.58,0.29,46.0,현장 단말/장비 배터리
FR93009,신윤서,현장요원,31191,경기도,용인시 처인구,복귀,복귀 중,49.01,5.99,54.0,현장 단말/장비 배터리
DR37784,이현우,드론요원,31191,경기도,용인시 처인구,대기,즉시 가용,14.27,1.83,77.0,드론 배터리
PR64566,장예준,방제요원,31192,경기도,용인시 기흥구,현장,업무 중,27.71,3.61,49.0,현장 단말/장비 배터리
DR59278,권하은,드론요원,31192,경기도,용인시 기흥구,출동,이동 중,39.12,7.17,34.0,드론 배터리
FR98987,강수아,현장요원,31192,경기도,용인시 기흥구,출동,이동 중,43.8,7.9,49.0,현장 단말/장비 배터리
FR49677,윤건우,현장요원,31193,경기도,용인시 수지구,출동,이동 중,47.07,8.0,37.0,현장 단말/장비 배터리
DR27974,장도윤,드론요원,31193,경기도,용인시 수지구,출동,이동 중,42.07,6.4,39.0,드론 배터리
PR80964,장현우,방제요원,31193,경기도,용인시 수지구,복귀,복귀 중,25.17,2.65,52.0,현장 단말/장비 배터리
PR71329,오예준,방제요원,31200,경기도,파주시,출동,이동 중,44.12,6.43,92.0,현장 단말/장비 배터리
FR94555,임서연,현장요원,31200,경기도,파주시,대기,즉시 가용,32.52,5.39,56.0,현장 단말/장비 배터리
DR55722,오지호,드론요원,31200,경기도,파주시,대기,즉시 가용,45.13,6.88,65.0,드론 배터리
DR50516,조민준,드론요원,31210,경기도,이천시,출동,이동 중,9.39,1.13,34.0,드론 배터리
FR94757,이채원,현장요원,31210,경기도,이천시,대기,즉시 가용,21.21,2.69,43.0,현장 단말/장비 배터리
PR13676,오현우,방제요원,31210,경기도,이천시,대기,즉시 가용,11.98,1.39,45.0,현장 단말/장비 배터리
PR78124,오예준,방제요원,31220,경기도,안성시,복귀,복귀 중,33.19,5.28,16.0,현장 단말/장비 배터리
DR51409,김건우,드론요원,31220,경기도,안성시,복귀,복귀 중,7.24,1.41,28.0,드론 배터리
FR25163,윤준우,현장요원,31220,경기도,안성시,출동,이동 중,14.55,1.62,43.0,현장 단말/장비 배터리
PR87340,임서연,방제요원,31220,경기도,안성시,현장,업무 중,26.78,4.95,54.0,현장 단말/장비 배터리
FR26700,최채원,현장요원,31220,경기도,안성시,대기,즉시 가용,42.67,8.0,73.0,현장 단말/장비 배터리
DR83464,정수아,드론요원,31230,,,대기,즉시 가용,22.08,3.74,32.0,드론 배터리
FR59454,윤도현,현장요원,31230,,,현장,업무 중,38.7,6.6,45.0,현장 단말/장비 배터리
PR89348,한도윤,방제요원,31230,,,현장,업무 중,42.11,8.0,81.0,현장 단말/장비 배터리
FR30252,한지아,현장요원,31240,경기도,화성시,대기,즉시 가용,12.19,1.88,34.0,현장 단말/장비 배터리
DR13145,김민서,드론요원,31240,경기도,화성시,현장,업무 중,11.33,1.57,45.0,드론 배터리
PR23476,김서연,방제요원,31240,경기도,화성시,출동,이동 중,27.23,3.0,53.0,현장 단말/장비 배터리
FR28696,박준우,현장요원,31250,경기도,광주시,대기,즉시 가용,49.8,5.96,74.0,현장 단말/장비 배터리
DR22863,신도현,드론요원,31250,경기도,광주시,현장,업무 중,44.65,8.0,76.0,드론 배터리
PR14212,임민서,방제요원,31250,경기도,광주시,복귀,복귀 중,23.66,3.21,86.0,현장 단말/장비 배터리
FR65531,임민서,현장요원,31260,경기도,양주시,복귀,복귀 중,46.57,5.92,44.0,현장 단말/장비 배터리
PR62481,정지호,방제요원,31260,경기도,양주시,대기,즉시 가용,30.95,3.77,47.0,현장 단말/장비 배터리
DR51050,권지아,드론요원,31260,경기도,양주시,출동,이동 중,32.63,4.58,48.0,드론 배터리
PR93637,장도현,방제요원,31270,경기도,포천시,출동,이동 중,46.06,7.3,42.0,현장 단말/장비 배터리
PR69255,윤지호,방제요원,31270,경기도,포천시,복귀,복귀 중,43.16,6.02,39.0,현장 단말/장비 배터리
FR59005,강현우,현장요원,31270,경기도,포천시,복귀,복귀 중,26.27,3.9,63.0,현장 단말/장비 배터리
FR94550,강도현,현장요원,31270,경기도,포천시,복귀,복귀 중,37.56,5.16,66.0,현장 단말/장비 배터리
DR59034,서하은,드론요원,31270,경기도,포천시,대기,즉시 가용,12.73,1.38,96.0,드론 배터리
PR27911,박현우,방제요원,31280,경기도,여주시,대기,즉시 가용,35.74,4.27,48.0,현장 단말/장비 배터리
FR59993,황민준,현장요원,31280,경기도,여주시,출동,이동 중,21.37,2.31,38.0,현장 단말/장비 배터리
FR59866,강준우,현장요원,31280,경기도,여주시,복귀,복귀 중,23.18,3.37,48.0,현장 단말/장비 배터리
PR74415,김채원,방제요원,31280,경기도,여주시,현장,업무 중,20.23,2.86,50.0,현장 단말/장비 배터리
DR50345,서지아,드론요원,31280,경기도,여주시,대기,즉시 가용,32.05,5.09,52.0,드론 배터리
PR64557,오도윤,방제요원,31550,경기도,연천군,복귀,복귀 중,29.91,4.82,49.0,현장 단말/장비 배터리
DR15471,정준우,드론요원,31550,경기도,연천군,현장,업무 중,5.2,0.78,28.0,드론 배터리
FR19556,윤지아,현장요원,31550,경기도,연천군,대기,즉시 가용,40.28,6.3,78.0,현장 단말/장비 배터리
FR17120,조채원,현장요원,31570,경기도,가평군,대기,즉시 가용,32.11,5.64,50.0,현장 단말/장비 배터리
DR88562,이지호,드론요원,31570,경기도,가평군,대기,즉시 가용,31.9,5.45,46.0,드론 배터리
DR96034,정도현,드론요원,31570,경기도,가평군,대기,즉시 가용,38.19,6.29,47.0,드론 배터리
PR66595,최채원,방제요원,31570,경기도,가평군,현장,업무 중,30.52,5.04,34.0,현장 단말/장비 배터리
FR72205,서도현,현장요원,31570,경기도,가평군,대기,즉시 가용,13.13,2.01,55.0,현장 단말/장비 배터리
PR22881,장준우,방제요원,31570,경기도,가평군,출동,이동 중,12.77,2.02,59.0,현장 단말/장비 배터리
PR98829,조현우,방제요원,31570,경기도,가평군,대기,즉시 가용,34.51,4.07,70.0,현장 단말/장비 배터리
PR47132,오민서,방제요원,31570,경기도,가평군,대기,즉시 가용,12.59,1.3,79.0,현장 단말/장비 배터리
DR48609,강준우,드론요원,31570,경기도,가평군,복귀,복귀 중,23.35,4.52,81.0,드론 배터리
FR60070,임건우,현장요원,31570,경기도,가평군,대기,즉시 가용,33.92,6.65,87.0,현장 단말/장비 배터리
PR11567,김도윤,방제요원,31570,경기도,가평군,복귀,복귀 중,20.56,3.14,87.0,현장 단말/장비 배터리
FR62264,강건우,현장요원,31570,경기도,가평군,출동,이동 중,23.81,3.51,96.0,현장 단말/장비 배터리
FR52260,서도현,현장요원,31580,경기도,양평군,출동,이동 중,28.63,5.18,43.0,현장 단말/장비 배터리
FR75898,한지아,현장요원,31580,경기도,양평군,현장,업무 중,40.57,6.76,64.0,현장 단말/장비 배터리
PR55523,신지호,방제요원,31580,경기도,양평군,현장,업무 중,39.78,6.57,38.0,현장 단말/장비 배터리
